Title,Release_Date,Expired_Date,Activity_Code,Organization,Parent_Organization,Participating_Orgs,Document_Number,Document_Type,Clinical_Trials,URL
PHS 2022-2 Omnibus Solicitation of the NIH for Small Business Technology Transfer Grant Applications (Parent STTR [R41/R42] Clinical Trial Required),6/2/2022,4/5/2023,R41/R42,OD,NIH,"NCCIH, NCI, NEI, NHGRI, NHLBI, NIA, NIAAA, NIBIB, NICHD, NIDA, NIDCD, NIEHS, NIGMS, NIMH, NIMHD, NINR",PA-22-179,PA,Required,https://grants.nih.gov/grants/guide/pa-files/PA-22-179.html
Notices of Special Interest (NOSI): High Priority Areas in Integrative Neuroscience Branch in the Division of Neuroscience and Behavior,6/2/2022,,"R21,R03,R36,K01,K99/R00,R01",NIDA,NIH,None,NOT-DA-22-058,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-DA-22-058.html
"NHLBI TOPMed: Omics Phenotypes of Heart, Lung, and Blood Disorders (X01 - Clinical Trial Not Allowed)",6/1/2022,10/17/2024,X01,NHLBI,NIH,None,PAR-22-194,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-22-194.html
Notice of Special Interest (NOSI): Encourage Eligible NIH HEAL Initiative Awardees to Apply for Administrative Supplements to Support Career Enhancement Related to Clinical Research on Pain ,6/1/2022,,Admin Supp,NINDS,NIH,"NCCIH, NCI, NIA, NIAMS, NICHD, NIDCR, NINR",NOT-NS-22-087,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-NS-22-087.html
Notice of Special Interest (NOSI):  Climate Change and Health,6/1/2022,,"R21,F31,D43,K01,R03,K43,K99/R00,U01,U19,R01,F32,K23,F30,R21/R33",NIEHS,NIH,"FIC, NCI, NHGRI, NHLBI, NIA, NIAID, NIAMS, NICHD, NIDCR, NIMH, NIMHD, NINDS, NINR, NLM, ODP",NOT-ES-22-006,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-ES-22-006.html
Notice of Special Interest (NOSI): Developing Academic Research Enhancement Award (AREA) and Research Enhancement Award Program (REAP) for Institutions with an emphasis on Down syndrome research (R15 Clinical Trial Not Allowed),5/31/2022,,R15,OD,NIH,"NCI, NEI, NHLBI, NIA, NIAMS, NICHD, NIDCD, NIDCR, NIMHD, NINDS",NOT-OD-22-136,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-22-136.html
Resources Access for Preclinical Integrated Drug Development (RAPIDD) Program (X01 Clinical Trial Not Allowed),5/27/2022,1/17/2025,X01,NIAID,NIH,None,PAR-22-185,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-22-185.html
Notice of Special Interest (NOSI): Diagnostics and Disease Management Tools for Use in Underserved Populations,5/27/2022,,R01,NHLBI,NIH,None,NOT-HL-22-024,NOSIS,Not_Allowed,https://grants.nih.gov/grants/guide/notice-files/NOT-HL-22-024.html
Notice of Special Interest (NOSI): NIH Research Project Grants on Down Syndrome (R01) for the INCLUDE (INvestigation of Co-occurring conditions across the Lifespan to Understand Down syndromE) Project ,5/26/2022,,R01,OD,NIH,"NCI, NEI, NHLBI, NIA, NIAMS, NICHD, NIDCD, NIDCR, NIMHD, NINDS",NOT-OD-22-123,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-22-123.html
Silvio O. Conte Centers for Basic Neuroscience or Translational Mental Health Research (P50 Clinical Trial Optional),5/26/2022,6/9/2025,P50,NIMH,NIH,None,PAR-22-155,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-22-155.html
BRAIN Initiative: Team-Research BRAIN Circuit Programs - TeamBCP (U19 Basic Experimental Studies with Humans Required),5/25/2022,9/13/2024,U19,NINDS,NIH,"NCCIH, NEI, NIA, NIAAA, NIBIB, NICHD, NIDA, NIDCD, NIMH, OBSSR",RFA-NS-22-039,RFA,Basic_Trial,https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-22-039.html
BRAIN Initiative: Team-Research BRAIN Circuit Programs - TeamBCP (U19 Clinical Trial Not Allowed),5/25/2022,9/13/2024,U19,NINDS,NIH,"NCCIH, NEI, NIA, NIAAA, NIBIB, NICHD, NIDA, NIDCD, NIMH, OBSSR",RFA-NS-22-040,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-22-040.html
Mental Health Research Dissertation Grant to Enhance Workforce Diversity (R36 Independent Clinical Trial Not Allowed),5/25/2022,5/7/2025,R36,NIMH,NIH,None,PAR-22-172,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-22-172.html
Maximizing Investigators' Research Award (R35 - Clinical Trial Optional),5/24/2022,5/16/2025,R35,NIGMS,NIH,None,PAR-22-180,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-22-180.html
BRAIN Initiative: Research Opportunities Using Invasive Neural Recording and Stimulating Technologies in the Human Brain (U01 Basic Experimental Studies with Humans Required),5/24/2022,9/21/2024,U01,NINDS,NIH,"NCCIH, NEI, NIA, NIAAA, NIBIB, NICHD, NIDA, NIDCD, NIMH, OBSSR",RFA-NS-22-041,RFA,Basic_Trial,https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-22-041.html
Notice of Special Interest (NOSI): Mentored Career Development Awards to Foster the Careers of Investigators Pursuing Research Related to Down syndrome as Part of the INCLUDE Project,5/24/2022,,"K99/R00,K23,K08,K01,K43,UE5",OD,NIH,"FIC, NCI, NEI, NHLBI, NIA, NIAMS, NICHD, NIDCD, NIDCR, NIMHD, NINDS",NOT-OD-22-124,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-22-124.html
Notice of Special Interest (NOSI): Dissemination and Implementation Science for Cancer Prevention and Control in Low Resource Environments,5/20/2022,,"R21,R01,R03",NCI,NIH,ODP,NOT-CA-22-038,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-CA-22-038.html
Notice of Special Interest: Tools to Enhance the Study of Prenatal and Pediatric Hydrocephalus,5/20/2022,,"R21,R01",NINDS,NIH,None,NOT-NS-23-003,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-NS-23-003.html
Notice of Special Interest: Disease Mechanisms of Prenatal and Pediatric Hydrocephalus,5/20/2022,,R01,NINDS,NIH,None,NOT-NS-23-004,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-NS-23-004.html
"Transgender People: Immunity, Prevention, and Treatment of HIV and STIs (R21 Clinical Trial Not Allowed)",5/19/2022,12/7/2024,R21,NIAID,NIH,None,PAR-22-186,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-22-186.html
NINDS Interdisciplinary Team Science Grant (RM1 Clinical Trial Optional),5/18/2022,10/8/2024,RM1,NINDS,NIH,None,RFA-NS-22-036,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-22-036.html
Notice of Special Interest (NOSI): Ruth L. Kirschstein National Research Service Award (NRSA) Fellowship Awards to Support Training in Research Related to Down Syndrome as Part of the INCLUDE Project ,5/18/2022,,"F32,F30,F31",OD,NIH,"NCI, NEI, NHLBI, NIA, NIAMS, NICHD, NIDCD, NIDCR, NINDS",NOT-OD-22-126,NOSIS,Not_Allowed,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-22-126.html
Stimulants and HIV: Addressing Contemporary and Recurring Epidemics (R61/R33 - Clinical Trial Required),5/16/2022,11/12/2024,R61/R33,NIDA,NIH,None,RFA-DA-23-008,RFA,Required,https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-23-008.html
Clinical Trial Readiness for Rare Neurological and Neuromuscular Diseases (U01 Clinical Trial Not Allowed),5/13/2022,2/19/2025,U01,NINDS,NIH,NCATS,PAR-22-184,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-22-184.html
Notice of Special Interest (NOSI): Increasing Uptake of Evidence-Based Screening in Diverse Populations Across the Lifespan,5/12/2022,,"R03,R01,R34,R21,UG3/UH3,R61/R33,Admin Supp",ODP,NIH,"NCI, NIA, NIAAA, NIAMS, NICHD, NIDA, NIDCD, NIDCR, NIMH, NIMHD, NINDS, NINR, ODS, ORWH, SGMRO",NOT-OD-22-106,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-22-106.html
Notice of Special Interest (NOSI): Addressing Evidence Gaps in Screening,5/12/2022,,"Admin Supp,R01,R34,R21,R61/R33,U01,UG3/UH3",ODP,NIH,"NIA, NIAAA, NIAMS, NICHD, NIDA, NIDCD, NIDCR, NIMH, NIMHD, NINDS, NINR, ODS, ORWH, SGMRO",NOT-OD-22-107,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-22-107.html
Research to Understand and Address the Survivorship Needs of Individuals Living with Advanced Cancer (R01 Clinical Trial Optional),5/12/2022,9/29/2023,R01,NCI,NIH,None,RFA-CA-22-027,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-CA-22-027.html
Competitive Revision Supplements to Existing AHRQ Grants and Cooperative Agreements to Enhance Workforce Diversity in Health Services Research,5/11/2022,2/28/2025,Admin Supp,AHRQ,AHRQ,None,PA-22-175,PA,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-22-175.html
Dissemination and Implementation Research in Health (R01 Clinical Trial Optional),5/10/2022,5/7/2025,R01,NCI,NIH,"NCCIH, NHGRI, NHLBI, NIA, NIAAA, NIAID, NIAMS, NICHD, NIDA, NIDCD, NIDCR, NIDDK, NIEHS, NIMH, NIMHD, NINDS, NINR, OBSSR, ODP, ORWH",PAR-22-105,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-22-105.html
Dissemination and Implementation Research in Health (R21 Clinical Trial Optional),5/10/2022,5/7/2025,R21,NCI,NIH,"FIC, NCCIH, NHGRI, NIA, NIAAA, NIAID, NIAMS, NICHD, NIDA, NIDCD, NIEHS, NIMH, NINDS, NINR, OBSSR, ODP, ORWH",PAR-22-109,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-22-109.html
Dissemination and Implementation Research in Health (R03 Clinical Trial Not Allowed),5/9/2022,9/7/2025,R03,NCI,NIH,"FIC, NHGRI, NIA, NIAAA, NICHD, NIDA, NIDCR, NIEHS, NIMH, NINDS, OBSSR, ODP, ORWH",PAR-22-106,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-22-106.html
Behavioral and Integrative Treatment Development Program (R01 Clinical Trial Optional),5/9/2022,3/21/2025,R01,NIDA,NIH,None,PAR-22-182,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-22-182.html
Behavioral and Integrative Treatment Development Program (R34 Clinical Trial Optional),5/9/2022,3/21/2025,R34,NIDA,NIH,None,PAR-22-183,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-22-183.html
"Short-term Mentored Career Enhancement Award in Dental, Oral, and Craniofacial Research for Mid-Career and Senior Investigators (K18- Independent Clinical Trial Not Allowed)",5/9/2022,5/7/2025,K18,NIDCR,NIH,None,PAR-22-121,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-22-121.html
NIDCR Small Research Grants for Oral Health Data Analysis and Statistical Methodology Development (R03 Clinical Trial Not Allowed),5/9/2022,5/7/2025,R03,NIDCR,NIH,None,PAR-22-160,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-22-160.html
Limited Competition: Clinical and Translational Science Award (CTSA) Program: Collaborative and Innovative Acceleration Award (UG3/UH3 Clinical Trial Optional),5/9/2022,10/17/2024,UG3/UH3,NCATS,NIH,"NIAMS, NICHD, NIDCR, NIGMS, NIMHD, OBSSR, ORWH",PAR-22-167,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-22-167.html
National Cooperative Drug/Device Discovery/Development Groups (NCDDG) for the Treatment of Mental Disorders or Alcohol Use Disorder (U19 Clinical Trial Optional),5/6/2022,2/24/2025,U19,NIMH,NIH,NIAAA,PAR-22-144,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-22-144.html
National Cooperative Drug/Device Discovery/Development Groups (NCDDG) for the Treatment of Mental Disorders or Alcohol Use Disorder (U01 Clinical Trial Optional),5/6/2022,2/24/2025,U01,NIMH,NIH,NIAAA,PAR-22-143,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-22-143.html
Notice of Special Interest (NOSI): Basic Mechanisms of Cannabis and Cannabinoid Action in Cancer,5/5/2022,,"K22,R01,K08,K01,R21,R03,K99/R00",NCI,NIH,None,NOT-CA-22-085,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-CA-22-085.html
Understanding the Basic Mechanisms of Immune-related Adverse Events (irAEs) in Cancer Immunotherapy,5/3/2022,,"R01,R21,K99/R00,K01,K08,K22,R03,R15",NCI,NIH,"NIAID, NIAMS, NIDCR",NOT-CA-22-063,NOSIS,Not_Allowed,https://grants.nih.gov/grants/guide/notice-files/NOT-CA-22-063.html
Notice of Special Interest: Research on Alcohol and Coronavirus Disease (COVID-19) within the Mission of NIAAA,4/29/2022,,"R01,R03,R21,K99/R00",NIAAA,NIH,None,NOT-AA-22-012,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-AA-22-012.html
Notice of Special Interest (NOSI): Towards Developing a Cure for HBV in HIV/HBV Co-Infection ,4/29/2022,,"R01,R41/R42,R21,R43/R44",NIAID,NIH,None,NOT-AI-22-043,NOSIS,Not_Allowed,https://grants.nih.gov/grants/guide/notice-files/NOT-AI-22-043.html
Notice of Special Interest (NOSI):  Sustained Release of Antivirals for Treatment or Prevention of HIV or Treatment of Latent TB/HBV (SRATP) ,4/28/2022,,R01,NIAID,NIH,NIMH,NOT-AI-22-042,NOSIS,Not_Allowed,https://grants.nih.gov/grants/guide/notice-files/NOT-AI-22-042.html
Pathogenic Mechanisms influencing Blood Brain Barrier function in HIV and Substance Use Disorders (R01 Clinical Trial Optional),4/26/2022,8/11/2023,R01,NIDA,NIH,None,RFA-DA-23-012,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-23-012.html
Notice of Special Interest (NOSI): Technologies and Informatics Tools for Cancer Metabolomics,4/26/2022,,"R33,R61,R21,U24,U01",NCI,NIH,None,NOT-CA-22-083,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-CA-22-083.html
Notice of Special Interest: Achieving Tissue Robustness Through Harnessing Immune System Plasticity,4/26/2022,,"R21,R01",NIDCR,NIH,None,NOT-DE-22-005,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-DE-22-005.html
HEAL Initiative: Team Research for Initial Translational Efforts in Non-addictive Analgesic Therapeutics Development [Small Molecules and Biologics] (U19 Clinical Trial Not Allowed),4/22/2022,10/10/2023,U19,NINDS,NIH,"NCCIH, NCI, NEI, NHLBI, NIA, NIAMS, NICHD, NIDCR",RFA-NS-22-052,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-22-052.html
Planning Grant for Fogarty HIV Research Training Program for Low- and Middle-Income Country Institutions (D71 Clinical Trial Not Allowed),4/21/2022,8/22/2024,D71,FIC,NIH,"NIDA, NIDCR, NIMH",PAR-22-152,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-22-152.html
Infrastructure Development Training Programs for Critical HIV Research at Low-and Middle-Income Country Institutions (G11 Clinical Trials Not Allowed),4/21/2022,8/22/2024,G11,FIC,NIH,"NIDA, NIDCR",PAR-22-153,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-22-153.html
Fogarty HIV Research Training Program for Low-and Middle-Income Country Institutions (D43 Clinical Trial Optional),4/21/2022,8/22/2024,D43,FIC,NIH,"NCI, NIDA, NIDCR, NIMH, ORWH",PAR-22-151,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-22-151.html
Limited Competition: NIGMS Mature Synchrotron Resources for Structural Biology (P30 - Clinical Trial Not Allowed),4/19/2022,10/10/2024,P30,NIGMS,NIH,None,PAR-22-166,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-22-166.html
"Notice of Special Interest (NOSI) - Administrative Supplements for Research of Emerging and Existing Issues of COVID-19 Related to the Health and Well-Being of Women, Children and Individuals with Physical and/or Intellectual Disabilities",4/19/2022,,Admin Supp,NICHD,NIH,"NIAAA, NIDA, NINDS, OBSSR, ORWH",NOT-HD-22-003,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-HD-22-003.html
NINDS Exploratory Clinical Trials (UG3/UH3 Clinical Trial Required),4/18/2022,3/10/2025,UG3/UH3,NINDS,NIH,None,PAR-22-142,PAR,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-22-142.html
"Notices of Special Interest (NOSI): High Priority Areas in Genetics, Epigenetics, and Developmental Neuroscience Branch in the Division of Neuroscience and Behavior",4/14/2022,,R01,NIDA,NIH,None,NOT-DA-23-004,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-DA-23-004.html
Research Opportunities in Established Cancer Epidemiology Cohort Studies (U01 Clinical Trial Not Allowed),4/13/2022,2/28/2025,U01,NCI,NIH,None,PAR-22-162,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-22-162.html
"Imaging, Biomarkers and Digital Pathomics for the Early Detection of Premetastatic Cancer and Precancerous Lesions Associated with Lethal Phenotypes (R01 Clinical Trial Optional)",4/12/2022,9/7/2025,R01,NCI,NIH,None,PAR-22-131,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-22-131.html
NEI Cooperative Agreement for Early-Stage Clinical Trials with Greater than Minimal Risk (U01 Clinical Trial Required) ,4/12/2022,5/7/2025,U01,NEI,NIH,None,PAR-22-149,PAR,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-22-149.html
Paul Calabresi Career Development Award for Clinical Oncology (K12 Clinical Trial Optional),4/11/2022,6/17/2024,K12,NCI,NIH,None,PAR-22-136,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-22-136.html
Transition to Aging Research for Predoctoral Students (F99/K00 Clinical Trial Not Allowed),4/11/2022,10/18/2024,F99/K00,NIA,NIH,None,RFA-AG-23-016,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-AG-23-016.html
AHRQ Administrative Supplements for Grants in Health Services Research ,4/11/2022,4/7/2027,Admin Supp,AHRQ,AHRQ,None,PA-22-168,PA,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-22-168.html
Research Projects in Physical Sciences-Oncology  (U01 Clinical Trial Optional),4/8/2022,11/1/2024,U01,NCI,NIH,None,PAR-22-147,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-22-147.html
"Small Research Grants for Analysis, Curation, and/or Sharing of Down syndrome-related Research Data for the INCLUDE Project (R03 Clinical Trial Not Allowed)",4/8/2022,7/1/2024,R03,OD,NIH,"NCI, NEI, NHGRI, NHLBI, NIA, NIAID, NIAMS, NICHD, NIDCD, NINDS",RFA-OD-22-008,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-OD-22-008.html
Alcohol Health Services Research (R01 Clinical Trial Optional),4/7/2022,5/7/2023,R01,NIAAA,NIH,ORWH,PAR-22-156,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-22-156.html
Alcohol Health Services Research (R34 Clinical Trial Optional),4/7/2022,5/7/2023,R34,NIAAA,NIH,None,PAR-22-157,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-22-157.html
Alcohol Treatment and Recovery Research (R01 Clinical Trial Required),4/7/2022,5/7/2023,R01,NIAAA,NIH,None,PAR-22-158,PAR,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-22-158.html
Alcohol Treatment and Recovery Research (R34 Clinical Trial Required),4/7/2022,5/7/2023,R34,NIAAA,NIH,None,PAR-22-159,PAR,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-22-159.html
Cancer Epidemiology Cohorts: Building the Next Generation of Research Cohorts (U01 Clinical Trial Not Allowed),4/7/2022,2/28/2025,U01,NCI,NIH,None,PAR-22-161,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-22-161.html
Notice of Special Interest (NOSI): Administrative Supplements for Research on Womens Health in the IDeA States,4/6/2022,,Admin Supp,NIGMS,NIH,"NCCIH, NCI, NEI, NHLBI, NIA, NIAID, NIBIB, NICHD, NIDA, NIDCR, NIEHS, NINR, ODP, ORWH, SGMRO",NOT-GM-22-005,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-GM-22-005.html
National Institute of General Medical Sciences (NIGMS) Bridges to the Baccalaureate Research Training Program (T34),4/5/2022,9/25/2024,T34,NIGMS,NIH,None,PAR-22-125,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-22-125.html
Clinical Trials Development for Co-Occurring Conditions in Individuals with Down syndrome: Phased Awards for INCLUDE (R61/R33 Clinical Trial Required),4/5/2022,7/1/2024,R61/R33,OD,NIH,"NCI, NEI, NHLBI, NIA, NIAMS, NICHD, NIDCD, NINDS",RFA-OD-22-010,RFA,Required,https://grants.nih.gov/grants/guide/rfa-files/RFA-OD-22-010.html
Transformative Research Award for the INCLUDE (Investigation of Co-occurring Conditions across the Lifespan to Understand Down syndrome) Project (R01 Clinical Trial Not Allowed),4/5/2022,7/1/2024,R01,OD,NIH,"NCI, NEI, NHGRI, NHLBI, NIA, NIAID, NIAMS, NICHD, NIDCD, NIDCR, NIMH, NINDS, ORIP",RFA-OD-22-009,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-OD-22-009.html
INvestigation of Co-occurring conditions across the Lifespan to Understand Down syndromE (INCLUDE) Clinical Trial Readiness (R21 Clinical Trial Not Allowed),4/5/2022,7/1/2024,R21,OD,NIH,"NCI, NEI, NHLBI, NIA, NIAMS, NICHD, NIDCD, NINDS",RFA-OD-22-007,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-OD-22-007.html
NIDCD Research Opportunities for New Investigators to Promote Workforce Diversity (R01 Clinical Trial Optional),4/5/2022,8/4/2023,R01,NIDCD,NIH,None,RFA-DC-23-001,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-DC-23-001.html
Notice of Special Interest (NOSI): Administrative Supplements for NIMH Grants to Inform the Assessment of Suicide Thoughts and Behaviors among Children and Preteens,4/4/2022,,Admin Supp,NIMH,NIH,"NIDA, NIMHD",NOT-MH-22-195,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-MH-22-195.html
